titulo,genero,anyo,duracion,pais,direccion,guion,musica,fotografia,reparto,productor,puntuacion,numVal;;
"The Apartment,Comedia,1960,125 min.,Estados Unidos,Billy Wilder,""Billy Wilder,I.A.L. Diamond"",Adolph Deutsch,Joseph LaShelle (B&W),""Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Edie Adams,Jack Kruschen,Joan Shawlee,Hope Holiday,David Lewis,Naomi Stevens,Johnny Seven,Joyce Jameson,Willard Waterman,David White"",United Artists / The Mirisch Corporation,8.4,77816";;
"Tengoku to Jigoku (High and Low),Cine negro,1963,143 min.,JapÃ_n,Akira Kurosawa,""Hideo Oguni,Akira Kurosawa,Ryuzo Kikushima,Eijiro Hisaito (Novela: Evan Hunter)"",Masaru Sato,""Asakazu Nakai,Takao Sito (B&W)"",""ToshirÃ´ Mifune,Kyoko Kagawa,Yutaka Sada,Takashi Shimura,Tatsuya Mihashi,Tatsuya Nakadai"",Kurosawa Production Co.,8.4,7195";;
"Sunrise: A Song of Two Humans,Drama,1927,94 min.,Estados Unidos,F.W. Murnau,Carl Mayer,Hugo Riesenfeld (PelÃ_cula muda),""Charles Rosher,Karl Struss (B&W)"",""George O'Brien,Janet Gaynor,Margaret Livingston,Bodil Rosing,J. Farrell MacDonald"",Fox Film Corporation,8.4,13325";;
"The Kid,Comedia,1921,68 min.,Estados Unidos,Charles Chaplin,Charles Chaplin,(VersiÃ_n restaurada: Charles Chaplin) (PelÃ_cula muda),Rollie Totheroh (B&W),""Charles Chaplin,Jackie Coogan,Edna Purviance,Carl Miller,Tom Wilson,Henry Bergman,Lita Grey"",Charles Chaplin Productions / First National Picture,8.4,30331";;
"Cidade de Deus,Drama,2002,130 min.,Brasil,Fernando Meirelles,Braulio Mantovani  (Novela: Paulo Lins),""Antonio Pinto,Ed Cortes"",CÃ©sar Charlone,""Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen,Douglas Silva,Seu Jorge,Jonathan Haagensen,Matheus Nachtergaele,Jefechander Suplino,Alice Braga,Emerson Gomes,Luis OtÃ¡vio,Babu Santana,Gero Camilo"",O2 Filmes / VideoFilmes / Globo Filmes / Wild Bunch,8.4,125653";;
"Rick and Morty (TV Series),Serie de TV,2013,22 min.,Estados Unidos,Dan Harmon (Creator),""Dan Harmon,Justin Roiland,Tom Kauffman,Eric Acosta,Wade Randolph,Ryan Ridley,Mike McMahan"",Ryan Elder,Animation,Animation,Starburns Industries,8.4,25517";;
"Dekalog (The Decalogue),Serie de TV,1988,572 min.,Polonia,Krzysztof KieÅ›lowski,""Krzysztof KieÅ›lowski,Krzysztof Piesiewicz"",Zbigniew Preisner,""Wieslaw Zdort,Piotr Sobocinski"",""Artur Barcis,Olgierd Lukaszewicz,Olaf Lubaszenko,Piotr Machalica,Jan Tesarz,Katarzyna Piwowarczyk,Henryk Baranowski,Krystyna Janda,Aleksander Bardini,Stanislaw Gawlik,Krzysztof Kumor,Maciej Szary,Anna Polony,Maria Pakulnis"",Sender Freies Berlin (SFB) / TVP S.A Telewizja Polska / Studio Filmowe TOR,8.4,1834";;
"Le trou,Drama,1960,113 min.,Francia,Jacques Becker,""Jose Giovanni,Jacques Becker,Jean Aurel (Novela: Jose Giovanni)"",Philippe Arthuys,Ghislain Cloquet (B&W),""Philippe Leroy,Marc Michel,Michel Constantin,Jean KÃ©raudy,Raymond Meunier,AndrÃ© Bervil"",CoproducciÃ_n Francia-Italia"; Filmsonor / Play Art / Titanus,8.4,10657;
"Monty Python's Flying Circus (TV Series),Serie de TV,1969,30 min.,Reino Unido,Graham Chapman (Creator),""John Cleese,Michael Palin,Graham Chapman,Eric Idle,Terry Gilliam,Terry Jones,Neil Innes,Douglas Adams"",Neil Innes,""James Balfour,Alan Featherstone,Stanley Speel,Terry Hunt,Max Samett"",""John Cleese,Michael Palin,Graham Chapman,Eric Idle,Terry Gilliam,Terry Jones,Carol Cleveland"",British Broadcasting Corporation (BBC) / Python (Monty) Pictures,8.4,12196";;
"The Gold Rush,Comedia,1925,95 min.,Estados Unidos,Charles Chaplin,Charles Chaplin,Max Terr,""Rollie Totheroh,Jack Wilson (B&W)"",""Charles Chaplin,Mack Swain,Georgia Hale,Tom Murray,Malcom Waite,Henry Bergman,Betty Morrisey"",United Artists,8.4,26245";;
